name,category,doc_id,id
testbeds,REQUIREMENT,76,691
digital climate solutions,TECHNOLOGY,57,692
algorithmic models,TECHNOLOGY,175,693
AI literacy curricula,DOMAIN,1244,694
Executive Director,ACTOR,2117,695
AI governance coordination,OTHER,403,696
AI ethics,RISK,403,697
digital platforms,TECHNOLOGY,473,698
electronic communication service providers,ACTOR,576,699
prohibited technologies,TECHNOLOGY,1891,700
cybersecurity practices,RISK,1887,701
statewide longitudinal data systems,TECHNOLOGY,1923,702
electronic system,TECHNOLOGY,1926,703
taxpayer services,ACTOR,1886,704
artificial intelligence-based tool,TECHNOLOGY,1922,705
privacy law,LEGAL_SOURCE,1690,706
Data Protection Agency,ACTOR,1690,707
board,ACTOR,1774,708
datasets,TECHNOLOGY,1771,709
global technical standards,REQUIREMENT,1771,710
superintendent,ACTOR,1764,711
security practices,RISK,769,712
Interagency Commission on School Construction,ACTOR,1760,713
consumer information,RISK,1777,714
General Fund,DOMAIN,1769,715
public school units,ACTOR,1778,716
Center for Equitable Artificial Intelligence and Machine Learning Systems,ACTOR,1779,717
virtual 3-1-1 portal,TECHNOLOGY,1426,718
AI research and innovation,LIFECYCLE_STAGE,1163,719
U.S. financial institutions,ACTOR,508,720
bug bounty program,REQUIREMENT,194,721
AI-generated content detection standards,REQUIREMENT,554,722
framework,LEGAL_SOURCE,554,723
impact assessments,LEGAL_SOURCE,1991,724
teleoperation systems,TECHNOLOGY,1613,725
business advisory board,ACTOR,985,726
pathogens,DOMAIN,315,727
sample data,TECHNOLOGY,416,728
computational forensic software,TECHNOLOGY,416,729
AI Risk Management Framework,LEGAL_SOURCE,397,730
interagency working group,REQUIREMENT,414,731
US persons,ACTOR,193,732
general-purpose AI systems,TECHNOLOGY,450,733
classification framework,LEGAL_SOURCE,420,734
AI leadership training program,REQUIREMENT,432,735
filtering algorithms,TECHNOLOGY,441,736
disclosure requirement,LEGAL_SOURCE,448,737
financial penalties,OTHER,451,738
Telemarketing Sales Rule,LEGAL_SOURCE,451,739
Water Quality and Environmental Innovation Fund,REQUIREMENT,443,740
broadband,TECHNOLOGY,461,741
computer science education,DOMAIN,539,742
cryptocurrencies,TECHNOLOGY,497,743
weather models,TECHNOLOGY,487,744
advanced computing,TECHNOLOGY,198,745
AI workforce framework,REQUIREMENT,489,746
information and communications technology,TECHNOLOGY,485,747
ecological forecasting,TECHNOLOGY,832,748
data literacy curricula,DOMAIN,510,749
Counter-UAS Center of Excellence,ACTOR,790,750
Manufacturing Security and Resilience Program,REQUIREMENT,500,751
user autonomy,RISK,546,752
"risk-informed, performance-based procedures",LEGAL_SOURCE,823,753
training,DOMAIN,1380,754
interagency policies,LEGAL_SOURCE,806,755
AI supply chains,TECHNOLOGY,557,756
microreactors,TECHNOLOGY,556,757
digital content provenance detection techniques,TECHNOLOGY,815,758
federally funded research entities,ACTOR,583,759
nonanimal methods,TECHNOLOGY,583,760
food and agriculture cybersecurity clearinghouse,REQUIREMENT,657,761
Assistant Secretary,ACTOR,657,762
electronic prior authorization program,REQUIREMENT,830,763
content moderation,REQUIREMENT,1904,764
public database,TECHNOLOGY,1891,765
civil penalties,OTHER,1558,766
Director of the National Academy of Sciences,ACTOR,592,767
grant program,REQUIREMENT,592,768
adaptive AI,TECHNOLOGY,819,769
quantum technology,TECHNOLOGY,2420,770
AI risks,RISK,2021,771
National Mesonet Program,REQUIREMENT,802,772
weather observation,TECHNOLOGY,655,773
personal information,RISK,1719,774
pilot projects,REQUIREMENT,881,775
UAS,DOMAIN,789,776
strategy,LEGAL_SOURCE,139,777
National Patient Safety Board,ACTOR,898,778
Office of Advanced Aviation,ACTOR,704,779
Innovation Teams,REQUIREMENT,2312,780
counter-AI techniques,TECHNOLOGY,855,781
AI security,RISK,1962,782
Common Vulnerabilities and Exposures Program,REQUIREMENT,855,783
AI technology,TECHNOLOGY,2301,784
democracy programs,REQUIREMENT,1003,785
civil society activists,ACTOR,1003,786
Election Assistance Commission,ACTOR,896,787
sanctions,OTHER,994,788
Office of Technology for Peace,ACTOR,1002,789
Export Enforcement Coordination Center,ACTOR,878,790
AI weather models,TECHNOLOGY,902,791
community risk assessment tools,TECHNOLOGY,1007,792
wildland fire,REQUIREMENT,2413,793
Fire Weather Testbed,REQUIREMENT,1007,794
consumer reporting agencies,ACTOR,856,795
private educational lenders,ACTOR,856,796
safe harbor regulations,LEGAL_SOURCE,1197,797
AI training resources,REQUIREMENT,1304,798
financial entities,ACTOR,1230,799
Department of Energy AI Act,LEGAL_SOURCE,1274,800
AI program,REQUIREMENT,1274,801
partner-sharing network,TECHNOLOGY,1212,802
artificial intelligence technology,TECHNOLOGY,1227,803
AI watermark and trademark system,TECHNOLOGY,1265,804
media literacy,DOMAIN,1550,805
AI security and safety incidents,RISK,1202,806
terms of service,LEGAL_SOURCE,1258,807
"Center for Agricultural Research, Education, and Workforce Development",REQUIREMENT,1312,808
Federal data governance,LEGAL_SOURCE,1205,809
data management report,LEGAL_SOURCE,1205,810
AIxBio sandbox,REQUIREMENT,1209,811
supercritical geothermal research and development program,REQUIREMENT,1306,812
educational toolkits,LEGAL_SOURCE,1287,813
market surveillance,LIFECYCLE_STAGE,1218,814
Federal Reserve,ACTOR,1248,815
AI resources,TECHNOLOGY,1246,816
electronic health records,OTHER,1249,817
core data science program,REQUIREMENT,1249,818
internal controls,REQUIREMENT,1343,819
Joint Office of the Fire Environment Center,ACTOR,1344,820
automated decision system,TECHNOLOGY,1054,821
MedShield program,REQUIREMENT,1199,822
artificial intelligence-enabled software,TECHNOLOGY,1261,823
Fireshed Center,REQUIREMENT,1352,824
Fireshed Registry,LEGAL_SOURCE,1352,825
synthetic biology,TECHNOLOGY,232,826
public health initiatives,REQUIREMENT,1214,827
big data analytics,TECHNOLOGY,840,828
electronic monitoring,TECHNOLOGY,1375,829
Privacy and Technology Division,ACTOR,457,830
fisheries data modernization,REQUIREMENT,1374,831
Consortium,ACTOR,804,832
National AI Research Resource,REQUIREMENT,307,833
open-source software,TECHNOLOGY,329,834
medical assistance claims data,LEGAL_SOURCE,379,835
act,LEGAL_SOURCE,357,836
automobile insurers,ACTOR,357,837
automated or predictive underwriting systems,TECHNOLOGY,357,838
registry,LEGAL_SOURCE,376,839
public registry,LEGAL_SOURCE,368,840
large-scale generative AI models,TECHNOLOGY,368,841
AI mental health services,DOMAIN,356,842
automated systems,TECHNOLOGY,1754,843
New Jersey Artificial Intelligence Advisory Board,ACTOR,362,844
regulations,LEGAL_SOURCE,456,845
Empire State Film Production Credit,REQUIREMENT,367,846
Preparedness teams,REQUIREMENT,765,847
Preparedness Framework,LEGAL_SOURCE,765,848
data input controls,REQUIREMENT,765,849
A.I. technology transfers,TECHNOLOGY,1116,850
export controls,LEGAL_SOURCE,1820,851
A.I. models,TECHNOLOGY,1116,852
Responsible AI Council,ACTOR,761,853
algorithms,TECHNOLOGY,2359,854
algorithmic delivery tools,TECHNOLOGY,1029,855
workforce training program,REQUIREMENT,300,856
privacy issues,RISK,292,857
AI chatbots/assistance,TECHNOLOGY,292,858
New Jersey,OTHER,2212,859
automated employment decision tools,TECHNOLOGY,72,860
semi-autonomous weapons systems,TECHNOLOGY,50,861
Regulation on AI,LEGAL_SOURCE,1074,862
AI standardization,REQUIREMENT,1390,863
administrative penalties,OTHER,1377,864
risk assessments,OTHER,2067,865
AI regulation and standards,REQUIREMENT,1076,866
synthetic media,TECHNOLOGY,366,867
judges,ACTOR,1535,868
Government Technology Modernization Council,ACTOR,1496,869
consumers,ACTOR,2159,870
AI policies and procedures,LEGAL_SOURCE,1464,871
Industry 4.0 Technology Grant Program,REQUIREMENT,1468,872
wildfire forecast system,TECHNOLOGY,1411,873
interactive services,TECHNOLOGY,1431,874
Commission on Artificial Intelligence,ACTOR,1454,875
state board of regents,ACTOR,1714,876
AI usage policies,LEGAL_SOURCE,1553,877
public disclosure commission,ACTOR,1538,878
Dyslexia Research Grant Program,REQUIREMENT,1716,879
developing countries,OTHER,1770,880
civil action,LEGAL_SOURCE,531,881
AI Learning Laboratory Program,REQUIREMENT,1726,882
firearm technology,TECHNOLOGY,1729,883
AI tool,TECHNOLOGY,1991,884
injunctive relief,OTHER,1549,885
AGI development,TECHNOLOGY,1195,886
